ID	Target	SENTENCE1	SENTENCE2	ANSWER	start_s1	end_s1	start_s2	end_s2
2744	녹음	길가 숲과 산기슭 녹음 속에서 우는 참매미와 쓰르라미 소리로 귀청이 따가울 정도였다.	김 회장은 자신의 유언을 녹음으로 남겼다.	False	10	12	14	16
2745	금	이 지역에는 금이 난다.	도로 옹벽에 금이 가다.	False	7	8	7	8
2746	비상	그 스님은 비상에 들어가셨다.	비상을 경험한 남자는 초연한 태도를 보였다.	False	6	8	0	2
2747	코트	코트 자락이 바람에 폴락거린다.	코트를 뜨겁게 달구는 스타플레이어.	False	0	2	0	2
2748	침	그의 침이 내 얼굴에 튀었다.	길에 침을 찍 뱉다.	True	3	4	3	4
2749	골	첫 경기에서 무려 일곱 골이 터졌다.	그는 골을 싸매고 열심히 공부하였다.	False	13	14	3	4
2750	화장	그 화장이 만든 꽃은 향은 없어도 진짜와 구별하기 어려웠다.	저 남자가 화장을 한다고 손가락질하는 것은 이상한 이유다.	False	2	4	6	8
2751	사수	나는 회사에서 사수에게 일을 많이 배웠다.	나는 이 것만 사수를 하려 하니 그대의 뜻이 어떠하오?	False	8	10	8	10
2752	유산	그 사람은 부모에게서 받은 유산을 도박으로 다 날리고 하루아침에 백수건달이 되었다.	유네스코는 인류 공동의 유산을 찾아서 보존하는 업무를 한다.	True	15	17	13	15
2753	과정	화폐는 상품 유통 과정에서 매개자의 기능을 한다.	경찰 당국의 수사 과정에 대한 의문점이 적지 않다.	True	10	12	10	12
2754	조선	조선 왕조의 연대표를 작성하다.	한석봉은 조선 제일의 명필이다.	True	0	2	5	7
2755	독	막다른 골목에 몰린 도둑은 독 안에 든 신세가 되었다.	그는 우선 팔뚝을 잘라매어 독이 퍼지는 것을 막았다.	False	15	16	15	16
2756	회	나는 회를 잘못 먹고 배탈이 나서 요 며칠 고생을 했다.	어부들은 방금 잡은 생선의 배를 가르고 포를 떠서 회를 만들어 술을 마셨다.	True	3	4	28	29
2757	거리	그 친구와는 왠지 거리가 느껴진다.	10분 거리를 한 시간 동안 걸었다.	True	10	12	4	6
2758	공중	솔개는 날개를 편 채 공중을 맴돌았다.	여객기가 공중에서 납치되어 승객들이 위험에 처해 있다.	True	12	14	5	7
2759	재	장작을 다 태우고 재에 덮인 모닥불이 까물까물한다.	불을 피우고 난 뒤에는 그 재를 앞마당에 그러묻어라.	True	10	11	15	16
2760	사과	잘못을 했으면 사과를 하는 게 도리이다.	그가 사과를 해서 화를 풀기로 했다.	True	8	10	3	5
2761	대장	그 대장간의 대장은 무뚝뚝하기 그지 없다.	경쟁 회사의 회계 대장을 보고 비리를 잡아내었다.	False	7	9	10	12
2762	소매	소매 끝이 낡아서 실밥이 너털댄다.	소매 끝에 소맷동을 달다.	True	0	2	0	2
2763	포대	열 포대를 옮기니 기진맥진해졌다.	포대를 새로 들인 그 부대에서는 승리에 대한 확신을 가졌다.	False	2	4	0	2
2764	포	흰 베로 포를 만들어 입다.	우리도 포를 쏩시다.	False	5	6	4	5
2765	명사	독일어는 격마다 명사의 끝이 변화한다.	영어의 고유 명사는 첫 글자를 대문자로 표기한다.	True	9	11	7	9
2766	기구	국가 기구가 체인화되어 의사소통이 수월해졌다.	헛간에는 작살이며 창이며 온갖 기구가 즐비했다.	False	3	5	17	19
2767	감정	이 조선백자는 감정 결과 무려 5억 원이나 한다.	그의 말은 나의 감정을 형편없이 구겨 놓았다.	False	8	10	9	11
2768	망	운섭은 망을 봐 준 것밖에 없었으므로 이 년 징역에 몇 년쯤의 집행 유예가 될 듯도 했으나 그놈의 전과가 유죄였다.	권력 고리로 위에서부터 아래까지 연결된 관계의 망이 조직적인 부패를 낳고 있다.	False	4	5	26	27
2769	역설	그녀는 신데렐라 콤플렉스가 소극적이고 의존적인 여성상을 강조하는 우리 사회의 보수적 가치관에서 비롯된 것이라고 역설을 하였다.	당시에는 승공의 구호가 너무 강해서, 민주주의를 지킨다는 명분으로 민주주의가 후퇴하는 역설의 상황이 벌어지기도 했다.	False	62	64	48	50
2770	도장	그 계약서에 찍힌 도장은 내 것이다.	그는 건물 외벽에 도장을 하기를 원했다.	False	10	12	10	12
2771	지체	그와 나는 지체가 다르다.	그는 본래의 지체보다 훨씬 큰 권한을 행사하고 있었다.	True	6	8	7	9
2772	인가	멀리 인가가 있는 곳에서는 밥 짓는 연기가 까물까물 솟아오르고 있었다.	고개만 넘어가면 인가가 있다.	True	3	5	9	11
2773	벌	졸업식 때 입을 옷 한 벌을 장만하였다.	내의 몇 벌과 세면도구를 챙겨 여행을 떠났다.	True	13	14	5	6
2774	수	그 녀석을 골탕 먹일 무슨 좋은 수가 없을까?	시조 한 수를 지어 바쳤다.	False	18	19	5	6
2775	의식	한층 높아진 질서 의식을 보여준다.	국민들의 의식이 쇄신되어야 나라가 산다.	True	10	12	5	7
2776	구실	너 이제 사람 구실을 하기는 틀려먹은 것 같구나.	다 큰 녀석이 조래 가지고야 어디 사람 구실 하겠니.	True	8	10	22	24
2777	가구	우리나라 가구의 연평균 지출 규모는 얼마입니까?	오동나무 가구는 세제나 물을 사용하여 닦으면 얼룩이 생긴다.	False	5	7	5	7
2778	대기	대기 오염은 심각한 수위에 도달해 있다.	면접하실 분은 여기서 대기를 하고 계십시오.	False	0	2	12	14
2779	근간	그런 행위는 민주 사회의 근간을 흔드는 공적으로 마땅히 없어져야 한다.	손 선생님은 도로나 철로의 건설이 국가의 근간인 사업이라고 생각한다.	True	14	16	23	25
2780	포	포가 죽자 전세가 역전되었다.	포는 죽고 차만 살아 있다.	True	0	1	0	1
2781	두부	사내는 멧돼지의 두부를 겨냥하여 총을 쏘았다.	춘추로 장이나 젓국을 졸이거나 두부와 청포묵을 쑬 때, 그리고 엿을 골 때만 한몫한 솥이던 것이다.	False	9	11	17	19
2782	반감	지나친 불실척촌의 행위는 오히려 사람들의 반감을 사기 쉽다.	쓸데없이 상대방의 반감을 살 행동을 하지 마라.	True	23	25	10	12
2783	자국	세계 각국은 자국의 이익을 가장 중시한다.	한 무더기의 서류 뭉치가 시뻘건 인주 자국과 함께 내밀어진다.	False	7	9	21	23
2784	파	그는 매운탕에 파를 숭덩숭덩 썰어 넣었다.	파가 한 손 정도가 남았으니 부침개를 부쳐 먹자.	True	8	9	0	1
2785	시위	경찰들의 발포는 시위 군중의 적개심을 격발하였다.	이번 시위의 가담 여부에 따라 그의 구속이 결정된다.	True	9	11	3	5
2786	눈	눈이 온 세상을 덮었다.	눈이 허옇게 쌓인 들판.	True	0	1	0	1
2787	수수	그는 뇌물 수수로 해임을 당했다.	벼 이삭, 수수 이삭이 와삭와삭 속삭인다.	False	6	8	6	8
2788	가설	허황스러운 가설에 불과한 추리가 사실의 정곡을 정확하게 꿰뚫고 있었다.	여러 차례 시도해 보았으나 기존의 이론으로는 이 가설을 논증할 수가 없었다.	True	6	8	27	29
2789	상가	아파트 상가에는 문방구가 있다.	저 쪽 상가는 대체적으로 가격이 비싸다.	True	4	6	4	6
2790	외화	국내 시청자들의 이해를 돕기 위해 외화에 한국어 더빙을 하였다.	흥행에 성공한 외화의 경우 이를 다시 소설로 펴내는 경우가 있다.	True	19	21	8	10
2791	다리	그는 술안주로 오징어 다리를 씹었다.	문어 다리를 불겅불겅 씹다.	True	12	14	3	5
2792	위장	저격수가 위장을 하고 설원에 누웠다.	수용액 상태의 약은 위장에 쉽게 흡수되기 때문에 속효를 볼 수 있다.	False	5	7	11	13
2793	공명	그의 머릿속이 현악기의 울림통처럼 비워지면서 두 사람이 주고받는 말은 공명을 하고 있었다.	은근히 공명과 찬사를 기다렸다.	False	39	41	4	6
2794	선전	군인들은 선전이라는 전투 특성 상 바다로 많이 빠졌다.	우리 사람들은 그 기업의 선전을 믿지 않는다.	False	5	7	14	16
2795	은행	은행 접수 마감시간이 다 되었다.	은행에서 예금 일부를 찾아왔다.	True	0	2	0	2
2796	대패	그 전투의 대패로 이 나라는 망국의 위기를 맞았다.	우승 후보로 꼽히던 우리 학교의 대패 소식이 믿어지지가 않았다.	True	6	8	18	20
2797	양성	그는 결국 폐암 양성 진단을 받았다.	후학 양성은 중요한 문제다.	False	9	11	3	5
2798	제지	공판 때에도 밖에서 기다렸으나 간수들의 제지 때문에 가까이 할 수 없었다는 것이었다.	사슬에서부터 풀려나온 짐승처럼 으르렁거리며 아무런 제지도 받지 않고 달려가는 것이었다.	True	22	24	28	30
2799	적기	아파트 구입의 적기는 매매 물량이 많이 나왔을 때이다.	적기의 공습을 받지 않으려면 풀잎으로 참호를 위장해야 한다.	False	8	10	0	2
2800	육성	육성을 들려달라고 몇번 졸랐지만 항상 거절당했다.	기초 과학의 정책적 육성이 중요하다.	False	0	2	11	13
2801	해	해를 오랫동안 봤더니 눈이 아프다.	이 벌레는 농작물에 해를 입히는 해충이다	False	0	1	11	12
2802	역설	김 선생은 무엇보다도 우리 사회의 뿌리깊은 불신풍조를 타파해야 한다고 역설을 했다.	대통령은 신년 연설에서 변화와 전진을 위해 국민 모두가 힘을 모으자고 역설을 하였다.	True	39	41	39	41
2803	기원	기원에 가서 바둑이나 두자.	부디 뜻을 이루시길 기원을 합니다.	False	0	2	11	13
2804	당면	형세가 좀 불리한 사태에 당면을 하게 되면 피하는 게 낫다.	잡채에 쓸 당면.	False	14	16	6	8
2805	우수	우수 발명품으로 뽑혔다.	그녀는 지금 우수에 잠겨 있다.	False	0	2	7	9
2806	품	할머니 품에 아기를 안기다.	죽어서 대자연의 품으로 돌아가다.	True	4	5	9	10
2807	소생	의사의 온갖 노력에도 불구하고 환자의 소생 가능성은 거의 절망적이다.	심장을 강제로 뛰게 하더라도 뇌가 기능을 정지했다면 소생의 가능성은 없다.	False	21	23	29	31
2808	솔	사계절 푸른 솔	구두의 때를 솔로 닦아냈다.	False	7	8	7	8
2809	우수	우수 발명품 전시회에 갔다.	우수 작품에 상패와 격려금을 시상하였다.	True	0	2	0	2
2810	동상	이순신 장군의 동상은 언제나 지엄한 자태로 서서 나를 감탄시킨다.	동상에 걸린 발을 온수에 담갔던 수건으로 찜질하니 고통이 훨씬 덜 했다.	False	8	10	0	2
2811	수상	이번 수상 소감은 어떨지 궁금하다.	수구는 수상 경기에 속한다.	False	3	5	4	6
2812	장부	장부에 누락된 항목이 많다.	회사에서 비밀 장부를 빼내다.	True	0	2	8	10
2813	후원	우리는 공연에 필요한 비용을 스폰서에게서 후원을 받아 충당하였다.	이들의 예술 활동은 신사 계층의 후원에 힘입은 바 크다.	True	23	25	18	20
2814	예	사대의 예를 갖출 것을 요구하다.	이건 예로부터 널리 애송되어 오던 시다.	False	4	5	3	4
2815	화랑	이 작품은 내가 지난주에 화랑에 들러서 본 그 작품과 매우 흡사하다.	그녀는 시간이 날 때마다 시내에 있는 화랑에서 그림을 구경한다.	True	14	16	21	23
2816	화	고만한 일로 화를 내다니 어처구니가 없다.	화가 난 그는 길길이 악담을 퍼부어 댔다.	True	7	8	0	1
2817	조정	이 카메라는 거리 자동 조정 기능이 있다.	정부는 안정적인 세수 확보를 위해 내년도 세율 조정에 나서겠다고 밝혔다.	True	13	15	26	28
2818	약수	등산을 한 후 목이 말라 약수로 목을 축였다.	약수를 채운 물통이 걸을 때마다 쿨렁거렸다.	True	14	16	0	2
2819	대입	대입 본고사와 관련해 논술의 중요성이 강조되고 있다.	문제에 적당한 예시의 대입이 필요하다.	False	0	2	12	14
2820	투기	폐비 윤씨는 투기가 심해 성종을 난처하게 하는 일이 잦았다.	토지 투기가 극성을 부렸다.	False	7	9	3	5
2821	재	마을 사람들 사이에서는 재 너머에 처녀귀신이 산다는 풍문이 공공연히 퍼졌다.	처절한 패배를 깨달았을 때 그의 분노는 참따랗게 재를 보이며 사라져 버렸다.	False	13	14	27	28
2822	인조	인조 가죽으로 만든 이 옷도 물에 세탁됩니까?	인조는　조선의　왕이었다．	False	0	2	0	2
2823	매도	당신도 매도를 당하면 분노하게 될 것이다.	주식 매도도 결국에는 운과 타이밍이다.	False	4	6	3	5
2824	고시	그녀는 십 년째 고시 공부를 하고 있다.	제게 기대하지 마십시오. 무슨 회사 사장이 된다든가, 고등 고시에 합격할 것이라든가….	True	9	11	33	35
2825	동심	그녀는 이 광고가 아이들의 순수한 동심을 상업적으로 이용했다고 악평했다.	이 소설은 동심의 세계를 그리고 있어 독자로 하여금 경탄과 공감을 자아낸다.	True	19	21	6	8
2826	진도	진도 5의 지진이 발생하다.	우리 팀이 진도가 가장 느리니 분발하자.	False	0	2	6	8
2827	정원	정원에는 잔디가 곱게 깔려 있었다.	정원에 은행나무 두 그루를 심었다.	True	0	2	0	2
2828	제기	물색 고운 때때옷과 색동옷으로 치장한 아이들이 서리가 뽀얗게 앉은 큰 마당에서 연도 날리고 제기도 차고 널도 뛰고 있었다.	나는 최 교수가 주장하는 학설에 이의 제기를 하고자 한다.	False	51	53	21	23
2829	전파	그 배우의 불미스러운 일은 전파를 타고 삽시간에 퍼졌다.	전파를 막지 못한 한 평양 시가에서 여전히 불길과 연기가 타오르고 있었다	False	15	17	0	2
2830	호박	호박에 이종의 수박을 접붙이는 농법이 있다.	호박이 담장을 따라 줄줄이 늘어져 있다.	True	0	2	0	2
2831	수석	그는 수석에 취미가 있어서 틈나는 대로 채석을 나간다.	너른 마당에 관상목과 수석을 놓고 아름답게 꾸몄다.	True	3	5	12	14
2832	냉대	친척의 집에 몸을 의탁하려 할 때에 친척조차 그들은 냉대를 당했다.	시댁 군식구 넷이 부엌방에 들어앉고부터 노골적으로 시누이는 냉대를 당했다.	True	29	31	33	35
2833	복	술을 마시고 난 다음, 복국을 먹었다.	복받을 거야. 너.	False	13	14	0	1
2834	반점	시가를 헤매다가 어느 반점에 들어가서 요기를 하고 공연장으로 돌아왔다.	얼굴에 못 보던 반점이 생겼다고 꼭 피부병이라는 보장은 없다.	False	12	14	9	11
2835	제지	제지 산업은 원료에 대한 의존도가 매우 높다.	경찰의 제지에도 불고하고 폭도들은 멈추지 않았다.	False	0	2	4	6
2836	명사	이 병원에 입원한 명사들은 밖에서 음식을 날라오지 않는 한 다른 환자들과 똑같은 병원식을 든다.	그는 한때 파리 사교계의 명사였다.	True	10	12	14	16
