source	acceptability_label	source_annotation	sentence
T01645	1		철수는 비행기를 타고 미국에 가고 있다.
T01645	0	*	철수는 비행기를 타고 있고 미국에 가고 있다.
T01646	0	*	인부들이 트럭을 밀가루 한 포대로 실었다.
T01647	1		산의 골짜기가 꽃이 많다.
T01648	1		생선이 도미가 맛있다.
T01648	0	*	생선 도미가 맛있다.
T01649	1		철호가 자동차 회사 다닌다. 
T01649	0	?*	철호가 자동차 회사 매우 행복하게 다닌다.
T01650	1		부인께서 그러셨습니다. 어서 오시라고요.
T01650	0	*	부인께서 하셨습니다. 어서 오시라고요.
T01651	1		어제 약을 잘못 알고 먹었다가 배가 아파서 혼났어.
T01651	0	*	어제 약을 잘못 알고 먹다가 배가 아파서 혼났어.
T01652	1		그 말이 우리말과 닮았다고 해도 외국어임에 틀림없다.
T01652	0	*	그 말이 우리말과 닮았다고 해도 외국어이기에 틀림없다.
T01653	1		철수가 간다면서?
T01653	0	*	철수가 가냐면서?
T01655	1		민호는 영희가 집에서 쉬게 했다.
T01655	0	*	민호는 영희는 집에서 쉬게 했다.
T01656	0	*	철수가 화장실에서 죽어 있다.
T01657	0	*	설마 철수가 그런 짓을 한다.
T01658	1		그 정도가 아니야. 차갑기가 전임자보다 더 해.
T01658	0	*	그 정도가 아니야. 차갑기가 전임자보다 더욱 해.
T01659	1		국수를 맛있게 먹는데, 파리가 몰려오고 있구나.
T01659	0	*	국수를 맛있게 먹은데, 파리가 몰려오고 있구나.
T01661	1		맞선 본 여자의 키가 크자 나는 마음을 놓았다.
T01661	0	*	맞선 본 여자의 키가 크자마자 나는 마음을 놓았다.
T01662	1		정말 배겨내기 힘들었다.
T01662	0	*	정말 배겨서 내기 힘들었다.
T01663	1		영호는 과감한 학생이다.
T01663	0	*	영호는 과감히 학생이다.
T01664	1		진걸은 안 선생을 설득하다가 말았다.
T01664	0	*	진걸은 안 선생을 설득해 내다가 말았다.
T01665	1		영희가 그릇을 깨었다.
T01665	0	*	영희가 그릇을 깨졌다.
T01668	1		부정부패가 없는 사회를 건설합시다.
T01668	0	*	부정부패가 없은 사회를 건설합시다.
T01669	1		학생이 그 책을 시작하였다.
T01669	0	*	그 책이 시작되었다.
T01670	1		나는 책을 다 읽고는 싶었다.
T01670	0	*	나는 책을 읽고 많이 싶었다.
T01672	1		성호는 자리를 맡아 두었다.
T01672	0	*	성호는 맡아 자리를 두었다.
T01674	0	*	그 장 농안이 이상하길래 열어 보겠어요.
T01675	1		선생님은 철수에게 야망이 있게 했다.
T01676	1		결과적으로 그가 잘못한 짓이다.
T01676	0	*	그가 잘못한 짓은 결과적이다.
T01677	0	*	그는 아주 의사이다.
T01678	1		영수가 그 책을 표지를 찢었다.
T01678	0	*	그 책이 영수에게 표지를 찢겼다.
T01679	1		영이에게 병이 없다.
T01679	0	*	영이에게 병이 안 있다.
T01680	1		집에 갔으면 싶다.
T01680	0	*	집에 가겠으면 싶다.
T01681	1		아버님이 돌아가시자 삼년 후에 탈복하였다.
T01682	0	*	혜성이가 저를 기억할까?
T01684	1		비가 오면서, 눈이 온다.
T01684	0	?	눈이, 비가 오면서, 온다.
T01685	1		영희가 연필과 무엇을 산 사실에 대해 화가 났니?
T01685	0	*	공책을 영희가 연필과 산 사실에 대해 화가 났니?
T01686	1		날이 깜깜해서 돌아왔다.
T01686	0	*?	날이 깜깜해 돌아왔다.
T01687	1		그들은 영어를 모두 잘한다.
T01687	0	??	모두 그들은 영어를 잘한다.
T01688	1		아침에 경찰이 수사에 착수했다.
T01688	0	*	아침에 경찰이 수사에 그랬다.
T01689	1		나는 그녀가 보고 싶다.
T01689	0	*	나는 그녀가 본다.
T01691	1		저기에 무엇 떨어졌니?
T01691	0	??	무엇 저기에 떨어졌니?
T01692	1		나비가 춤을 춘다.
T01692	0	*	나비가 춤으로 춘다.
T01693	1		그는 슬프겠군.
T01693	0	*	그는 슬프군.
T01694	1		그가 경찰에 감금되었다.
T01694	0	?	그가 경찰에 감금받았다.
T01695	1		철수가 집에 몰래 있다.
T01695	0	*	철수가 몰래 예쁘다.
T01696	1		재미난 걸 하는구먼요.
T01697	1		힘이 필요하기에 나는 부지런히 배우겠다.
T01697	0	*	힘이 필요하길래 나는 부지런히 배우겠다.
T01698	1		철수는 영희가 아프기를 바란다.
T01698	0	*	철수는 영희가 아프다기를 바란다.
T01699	1		그 책상이 책이 있다.
T01699	0	*	그 책상 위가 책이 있다.
T01700	1		사람들은 철수를 바보로 여긴다.
T01700	0	*	사람들은 철수를 바보 여긴다.
T01701	1		나는 선생님밖에 안 계시다고 생각한다.
T01701	0	*	나는 선생님밖에 계시다고 생각치 않는다.
T01702	1		순이가 매우 예쁘냐?
T01702	0	*	순이야, 매우 예뻐라.
T01705	1		철수가 친구가 많다.
T01705	0	*	철수가 친구들을 많다.
T01706	0	*	녀석은 그새 선생님께 바친 모양이었다.
T01707	1		신비롭다.
T01707	0	*	신비를롭다.
T01708	1		부잣집에 도둑이 잘 든다.
T01709	1		결국 철수가 온다!
T01709	0	*	결국 철수야 와라.
T01710	1		철수는 영희의 착함을 다행으로 생각한다.
T01710	0	*	철수는 영희 착함을 다행으로 생각한다.
T01711	0	*	그 사람이 거지에게 모욕되었다.
T01712	1		어머니가 송편 빚는다.
T01712	0	*	어머니가 송편으로 빚는다.
T01713	1		철수는 영희에게 책을 안 사 주었다.
T01713	0	*	철수는 영희에게 책을 안 사서 주었다.
T01714	1		내가 보기에 이상하게 그 사람이 잠을 많이 잔다.
T01715	1		친구가 부자라고 하는 소문을 들었다.
T01715	0	*	친구가 부자라고 소문을 들었다.
T01716	1		영희는 밥을 먹어 버렸다. 철수는 그냥 굶어 버렸다.
T01716	0	*	영희는 밥을 먹어, 철수는 그냥 굶어 버렸다.
T01717	1		사람들의 행렬이 길게 늘어졌다.
T01717	0	?	사람들의 행렬이 길게 늘어진다.
T01718	1		평창동 집을 오천만 원에 넘겼다.
T01718	0	*	평창동 집을 오천만 원으로 넘겼다.
T01719	1		특수 공작 부대가 파괴를 했다.
T01719	0	?*	특수 공작 부대가 완전한 파괴를 했다.
T01721	1		어이가 없는지 한숨을 길게 뽑아낸다.
T01721	0	*	어이가 없은지 한 숨을 길게 뽑아낸다.
T01723	1		외삼촌께서 우리를 돌보아 주셨다.
T01723	0	*	외삼촌께서 우리를 돌보셔 주셨다.
T01724	1		철수는 비를 맞고 돌아다녔다.
T01724	0	*	철수는 비를 맞았고 돌아다녔다.
T01725	1		너는 마음의 눈으로 그림을 보아라.
T01725	0	*	너는 마음의 눈으로 그림을 보더라.
T01726	1		우리는 땅에 내려간다.
T01726	0	*	우리는 내려서 땅에 간다.
T01727	0	*	10시까지는 집에 있겠어라.
T01728	1		첫날부터 벌써 불평을 하니?
T01728	0	?	첫날부터 이미 불평을 하니?
T01729	1		소풍을 갔었어요, 날씨가 좋아서요.
T01729	0	*	소풍을 갔었어요 날씨가 좋아요.
T01730	1		철수는 큰소리치면서 집을 나갔다.
T01730	0	*	철수는 큰소리 친 채로 집을 나갔다.
T01731	1		제 방에 비하면 선생님 연구실은 그렇게 엉망이지 않아요.
T01731	0	?	제 방에 비하면 선생님 연구실은 그렇게 엉망이 아니에요.
T01732	1		나는 도통 이 일이 힘들다.
T01733	1		영희는 좀 더 기다려 볼 것이지 벌써 가 버렸니?
T01733	0	?*	영희는 좀 더 기다려 볼 것이지 이미 가 버렸니?
T01734	0	*	나뭇가지에 잎이 돋아나자, 풀밭에도 싹이 그래난다.
T01735	1		그녀는 어제 무척 아름다웠었다.
T01735	0	*	그녀는 지금 무척 아름다웠었다.
T01736	1		적군은 도시를 점령, 폐허로 만들었다.
T01737	1		얼굴이 점점 예뻐지려고 한다.
T01738	1		영수가 순이의 목소리를 들었다.
T01738	0	*	영수가 순이를 목소리를 들었다.
T01739	1		철수의 다리가 영희의 다리보다 길다.
T01739	0	*	철수의 다리가 영희가 다리보다 길다.
T01740	1		영희는 집에 안 있고 어디를 갔지?
T01740	0	*	영희는 집에 없고 어디를 갔지?
T01741	1		장미를 좋아하는 것은 아름다운 꽃향기를 지녔기 때문이다.
T01741	0	*	장미를 좋아하는 것은 아름다운 꽃향기를 지녔음 때문이다.
T01742	1		어머니가 쓴 편지를 철수가 읽었다.
T01742	0	*	편지를 철수가 어머니가 쓴 읽었다
T01743	1		해가 서쪽에서 뜨면 나를 찾아와.
T01744	1		그것이 무엇이었담?
T01744	0	*	그것이 무엇인담?
T01745	1		철수는 마구 밥을 먹어 댄다.
T01745	0	*	철수는 마구 밥을 먹어 거린다.
T01746	1		산 입에 거미줄 치랴?
T01747	1		차의 앉는 자리는 좀 치워두거라.
T01747	0	*	차 앉는 자리는 좀 치워두거라.
T01748	1		철수가 어제 공부하는데 바로 그때 영수가 시끄럽게 굴었다.
T01748	0	*	철수가 어제 공부했는데 바로 그때 영수가 시끄럽게 굴었다.
T01750	1		반드시 비가 안 와야 소풍을 간다.
T01750	0	?	반드시 비가 안 오면 소풍을 간다.
T01751	1		이 길이 우리 동네를 통과한다.
T01751	0	*	이 길이 우리 동네로 통과한다.
T01752	1		무정한 사람 같으니.
T01752	0	*	무정한 사람 같으니요.
T01753	1		아이구 예뻐라.
T01753	0	*	아이구 예뻤어라.
T01754	1		그는 구속되어 갔다.
T01755	1		철수가 미국에서 아무 보람도 없는 공부를 했다.
T01755	0	*	철수가 미국에서 언어학을 아무 보람도 없는 공부를 했다.
T01756	1		어머님께서 퍽 좋아하셨어.
T01756	0	*	어머님께서 퍽 좋아하실까?
T01757	1		철수가 특히 많이 변했다.
T01757	0	*	철수가 많이 특히 변했다.
T01758	0	*	철수는 구렁텅이에 빠지지 않기 위해서 영희를 팔을 잡았다.
T01760	1		철수는 강의를 들으면서 자주 철수다.
T01760	0	*	철수는 강의를 들으며 자주 존다.
T01762	1		철수마저 데리고 가자.
T01762	0	?	철수조차 데리고 가자.
T01763	1		남에게서 부러움을 산다.
T01763	0	*	남의 부러움을 받는다.
T01764	1		값이 비싸 사지 않았다.
T01764	0	*	값이 비싸 사지 말자.
T01765	1		비가 오려나 보다.
T01765	0	*	보는 것은 비가 오려나이다.
T01766	1		그 책은 집에 있다.
T01766	0	*	그 책은 집에를 있다.
T01768	0	*	머리가 영희가 좋다.
T01769	1		이 공장에서 민수가 일한다.
T01770	1		소매치기도 매를 얻어맞았고, 구경꾼도 그랬다.
T01770	0	*	소매치기도 매를 얻어맞았고, 구경꾼도 그래맞았다.
T01771	1		나는 생선이 도미가 맛있다고 생각한다.
T01771	0	*	나는 생선을 도미가 맛있다고 생각한다.
T01772	1		철수가 서울에 가 있다.
T01772	0	*	서울이 철수가 가 있다.
T01774	1		일마다 때마다 하나님의 인도를 받고 싶으면 항상 기도를 해라.
T01774	0	*	일마다 때마다 하나님의 인도를 받고 싶어야 항상 기도를 해라.
T01775	1		죽었던 사람이 살아났다.
T01775	0	*	죽었던 사람이 무덤에 묻혀 있다.
T01776	1		비가 오지 않았나 보다.
T01776	0	*	비가 왔나 보지 않다.
T01777	1		철수를 만나거든 데리고 와라.
T01777	0	?	철수를 만나야 데리고 와라.
T01778	1		철수가 공부만 잘 하고, 스케이트는 못 탄다.
T01778	0	*	철수가 공부를 잘 하고, 스케이트를 못 탄다.
T01780	1		철수가 밥을 간신히 먹는다.
T01781	1		그늘이 깊게 드리웠다.
T01781	0	*	그늘이 깊이 드리웠다.
T01782	1		저 아이가 웃겠구려.
T01782	0	*	저 아이가 웃구려.
T01783	1		음주 단속을 해서 길이 막혔나 보다.
T01783	0	*	음주 단속을 해서 길이 막혔나 보지 않다.
T01784	1		너는 학교에 가지 말아라.
T01784	0	*	너는 학교에 안 가라.
T01785	1		철수는 처음 술을 안 마셔 보았다.
T01785	0	*	철수는 처음 술을 마셔 안 보았다.
T01786	1		이 헝겊이 물이 안 스며든다.
T01787	1		그가 물건을 가져갔다.
T01787	0	*	그가 물건을 가져서 갔다.
T01789	1		그는 목에 가시가 걸리어 갔다.
T01789	0	*	그는 목에 가시가 걸리고 갔다.
T01790	1		그렇지. 아마 세상에서 제일 예쁠걸.
T01790	0	*	그러지. 아마 세상에서 제일 예쁠걸.
T01791	1		영화가 이미 끝났는데 표를 팔았어. 나쁜 사람들이야.
T01791	0	*	영화가 이미 끝나는데 표를 팔았어. 나쁜 사람들이야.
T01792	1		자녀가 귀여우면 객지에 보내자.
T01792	0	*	자녀가 귀여워야 객지에 보내자.
T01793	1		최 사장은 사원들이 걱정 없이 살게 할 만큼 했다.
T01793	0	*?	최 사장은 사원들을 걱정 없이 살게 할 만큼 했었다.
T01794	1		철수가 매우 빨리 달린다.
T01795	1		누구의 도움도 없다.
T01795	0	*	누구의 도움도 있다.
T01796	1		네가 그런 말을 했음이 유감이다.
T01796	0	*	네가 그런 말을 했기가 유감이다.
T01797	1		새 신문이 최근에 창간되었다.
T01797	0	?	새 신문이 최근에 창간당했다.
T01798	1		1945년에 우리는 식민지 역사에 종지부를 찍었다.
T01798	0	*	1945년에 우리는 식민지 역사에 찍었다.
T01799	1		비석에 이름을 새겨넣었다.
T01799	0	*	비석을 이름으로 새겨넣었다.
T01800	1		철수가 저녁을 안 먹기는 안 먹었다.
T01800	0	*	철수가 저녁을 안 먹기는 먹었다
T01801	1		철수는 아버지께 열심히 공부하기로 맹세했다.
T01801	0	*	철수는 아버지께 열심히 공부함으로 맹세했다.
T01802	1		나도 당신으로부터 들었기에 알고 있습니다.
T01802	0	*	나도 당신으로부터 들었길래 알고 있습니다.
T01803	1		영이는 철수에게 모두 무사히 귀환하였음을 보고했다.
T01803	0	*	영이는 철수에게 모두 무사히 귀환한 것을 보고했다.
T01804	0	*	우리는 어제에 돌아왔다.
T01805	1		철수가 화장실에 있다.
T01805	0	*	철수가 화장실에서 있다.
T01806	1		아이가 사진을 안 태워 버렸다.
T01806	0	*	아이가 사진을 태워 안 버렸다.
T01807	1		누이는 친척집에를 머무른다.
T01807	0	*	누이는 친척집을 머무른다.
T01808	0	*	그는 정원을 잔디로 가꾸면서 화초로도 가꾼다.
T01809	1		다행히 철수가 아직은 떠나지 않았다.
T01809	0	?	다행히 철수가 아직도 떠나지 않았다.
T01810	1		민수가 영미가 좋다.
T01810	0	*	민수가 영미를 좋다.
T01811	1		생선을 먹다가 가시가 목에 걸렸어.
T01811	0	*	생선을 먹었다가 가시가 목에 걸렸어.
T01812	0	*	영희가 갔겠나 보다.
T01813	1		산천 경계 수려하니 산수 구경 가자스라.
T01813	0	*	산천 경계 수려하니 산수 구경 간다스라.
T01814	1		너희가 너무들 까분다.
T01814	0	*	너가 너무들 까분다.
T01815	1		그는 차를 놓치고 먹었다.
T01815	0	*	그는 차를 놓치어 먹었다.
T01816	1		간첩들은 더 이상 항거하기를 포기했다.
T01816	0	*	간첩들은 더 이상 항거하기를 원했다.
T01817	1		나는 철수와 결혼한 것을 후회한다.
T01818	1		내가 일부러 뱀을 무서워한다.
T01819	1		그 일은 방금 막 끝났다.
T01819	0	*	그 일은 벌써 막 끝났다.
T01822	1		그 산이 얼마나 높으냐?
T01822	0	*	그 산이 얼마나 높느냐?
T01823	1		지금 그는 죽어 간다.
T01823	0	*	지금 그는 죽고 있다.
T01824	1		니가 나를 멀리하기에 나도 앞으로 너와 거리를 두겠어.
T01824	0	*	니가 나를 멀리하길래 나도 앞으로 너와 거리를 두겠어.
T01825	1		영희가 던진 공이 이것이다.
T01825	0	*	영희가 공을 던진 것이 이것이다.
T01826	1		그는 이번 여행 기간을 좀 길게 잡았다.
T01826	0	*	그는 이번 여행기간을 좀 길이 잡았다.
T01827	1		철수는 장 속에 옷을 감추어 주었다.
T01827	0	*	철수는 영희에게 장속에 옷을 감추어 주었다.
T01828	1		그 친구가 자기 혼자 모든 일을 이럭저럭 합니다.
T01828	0	*	그 친구가 자기 혼자 모든 일을 그럭저럭 합니다.
T01829	1		그 친구가 내 요구를 들어줄 듯하지 않던데?
T01829	0	?	그 친구가 내 요구를 들어 줄 듯 안 하던데?
T01830	1		철수는, 영어를 할뿐더러, 독일어도 잘 한다.
T01830	0	*	영어를 할뿐더러 철수는 독일어도 잘 한다.
T01831	1		그는 얼굴이 검더라.
T01831	0	*	나는 얼굴이 검더라.
T01832	1		민호는 가장 무거운 것도 들 수 있다.
