ID	sentence	question	1	2	Answer
710	무거운 가방을 매고 걸었다.	결과	어깨가 아팠다.	가방이 검은색이다.	1
711	남자의 손에 수갑이 채워졌다.	원인	남자는 경찰에게 체포되었다.	남자는 경찰이 되었다.	1
712	여자는 트로피를 받았다.	원인	여자는 대회에서 우승했다.	여자는 대회에서 예선 탈락했다.	1
713	여성은 코감기에 걸렸다.	결과	여성은 피부가 간지럽다.	여성은 콧물이 난다.	2
714	눈사람을 만들었다.	원인	눈이 많이 내렸다.	눈이 다 녹았다.	1
715	여자는 책상 다리에 종아리를 찧었다.	결과	여자의 종아리가 매끈해졌다.	여자의 종아리에 멍이 들었다.	2
716	수건을 빨았다.	원인	수건이 깨끗하다.	수건에서 냄새난다.	2
717	비타민을 주기적으로 복용했다.	결과	몸이 찌뿌둥해졌다.	피부가 좋아졌다.	2
718	고장난 전구를 새 것으로 교체했다.	결과	전구에 불이 들어온다.	전구에 불이 꺼진다.	1
719	수영 선수가 경기에서 우승했다.	결과	낮잠을 잤다.	금메달을 받았다.	2
720	벽지에 곰팡이가 피었다.	원인	집이 눅눅하다.	집이 건조하다.	1
721	물을 냉장고에 얼렸다.	결과	물이 끓었다.	얼음이 만들어졌다.	2
722	소년의 머리가 뜨겁다.	결과	엄마가 소년을 데리고 공원에 갔다.	엄마가 소년의 체온을 측정했다.	2
723	노트북에서 여러가지 프로그램을 작동시켰다.	결과	노트북의 배터리가 충전되었다.	노트북에 발열현상이 일어났다.	2
724	수영장에서 다이빙을 했다.	결과	살이 까맣게 탔다.	물에 빠졌다.	2
725	카페트가 젖었다.	원인	카페트를 발로 밟았다.	카페트에 물을 흘렸다.	2
726	솜인형에 구멍이 뚫렸다.	결과	인형의 솜이 채워졌다.	인형의 솜이 빠져나왔다.	2
727	스마트폰에서 찰칵 소리가 났다.	원인	스마트폰 어플로 콜라주를 만들었다.	스마트폰 카메라로 사진을 찍었다.	2
728	음료수를 냉장고에 넣었다.	결과	음료수가 뜨겁다.	음료수가 차갑다.	2
729	긴장되는 격투기 경기를 보았다.	결과	격투기 경기가 아직 시작하지 않았다.	긴장하여 손에서 땀이 난다.	2
730	밀가루가 뭉쳐서 덩어리가 되었다.	원인	밀가루에 물을 부었다.	밀가루를 그릇에 부었다.	1
731	강아지에게 목줄을 채웠다.	원인	강아지를 씻기려고 한다.	강아지와 산책을 나가려고 한다.	2
732	마스크를 썼다.	원인	공기가 상쾌하다.	미세먼지가 많다.	2
733	소년은 오늘 나무를 심었다.	원인	오늘은 광복절이다.	오늘은 식목일이다.	2
734	남자가 교도소에 수감되었다.	원인	남자는 중범죄를 저질렀다.	남자는 사람을 구했다.	1
735	아이가 물장구를 쳤다.	결과	물이 잔잔해졌다.	물이 이리저리 튀었다.	2
736	땀이 나서 부채질을 했다.	결과	땀이 바람에 증발했다.	방 안의 온도가 올라갔다.	1
737	문을 열었다.	원인	초인종이 울렸다.	문에 도어락을 설치했다.	1
738	여자가 여행 가이드 책자를 펼쳤다.	원인	여자는 여행 일정을 짜고 있었다.	여자는 여행 책자를 작성했다.	1
739	발의 각질을 제거해서 매끈해졌다.	원인	입술 스크럽을 했다.	발 스크럽을 했다.	2
740	강도가 창문을 깨고 들어왔다.	결과	집 주인이 잠에 들었다.	경보 알람이 울렸다.	2
741	남자가 토를 했다.	원인	남자는 상한 우유를 마셨다.	남자는 싱싱한 채소를 먹었다.	1
742	화재 경보가 울렸다.	원인	화재가 났다.	비가 많이 왔다.	1
743	신호등이 파란불로 바뀌었다.	결과	차가 출발했다.	식사를 했다.	1
744	운동화에 깔창을 깔았다.	결과	키가 커졌다.	키가 작아졌다.	1
745	유산균을 먹었다.	결과	소화가 잘 되지 않는다.	소화가 잘 된다.	2
746	바람이 세게 불었다.	결과	나무들이 쓰러졌다.	홍수가 났다.	1
747	청바지에서 물이 빠진다.	결과	청바지의 색이 변했다.	청바지의 색이 그대로 유지되었다.	1
748	남자가 지갑을 잃어버렸다.	원인	지갑을 잘 간수하지 못했다.	지갑에 쓰레기가 많았다.	1
749	남자가 갑자기 정신을 잃고 쓰러졌다.	원인	심장마비가 일어났다.	심장이 기분 좋게 두근거렸다.	1
750	여자의 피부에 딱지가 생겼다.	원인	여자의 피부에 원래 흉터가 있었다.	여자의 피부에 상처가 있었다.	2
751	연못에서 스케이트를 탔다.	원인	연못이 녹아있다.	연못이 얼어있다.	2
752	애플 파이를 부엌에서 구웠다.	결과	빵 굽는 냄새가 부엌을 가득 채웠다.	부엌에 썩는 냄새가 난다.	1
753	희수가 교과서에서 모르는 단어를 발견했다. 	결과	사전에서 단어 뜻을 찾아본다.	교과서를 바닥에 던진다.	1
754	여자는 아침에 늦잠을 잤다.	원인	여자는 전날 밤을 샜다.	여자는 전날 일찍 잠에 들었다.	1
755	여성이 그림 그리기 대회에서 수상을 했다.	원인	여성이 사진을 잘 찍었다.	 여성이 그림을 잘 그렸다.	2
756	머리에 껌이 붙었다.	결과	머리가 개운해졌다.	머리를 일부 잘라내었다.	2
757	손톱 거스러미가 생겼다.	원인	손이 건조하다.	손이 촉촉하다.	1
758	남성의 집에 자꾸 벌레가 나온다.	결과	남성의 집에 오래된 물건들이 많다.	남성은 집을 소독한다.	2
759	이에 고춧가루가 꼈다.	원인	제육볶음을 먹었다.	물을 마셨다.	1
760	경첩에 기름칠을 했다.	원인	경첩에서 소리가 난다.	경첩을 새로 구매했다.	1
761	여성이 회사 근처에 방을 구했다.	결과	여성의 출퇴근 시간이 늘어났다.	여성의 출퇴근 시간이 줄어들었다.	2
762	여자가 스웨터를 입었다.	원인	여자는 덥다고 느꼈다.	여자는 춥다고 느꼈다.	2
763	콩을 심었다.	결과	팥을 수확했다.	콩을 수확했다.	2
764	인형 눈알 달기 알바를 시작했다.	원인	월세 내기 충분한 돈을 가졌다.	월세 내기 빠듯한 돈을 가졌다.	2
765	여성의 배에 11자 복근이 생겼다.	원인	여성이 복근 운동을 열심히 했다.	여성이 팔 운동을 열심히 했다.	1
766	귤을 손에 넣고 주먹을 꽉 쥐었다.	결과	귤의 껍질이 단단해졌다.	귤이 터져 즙이 흘러내렸다.	2
767	놀이공원에 갔다.	결과	놀이공원이 폐쇄됐다.	놀이기구를 탔다.	2
768	도장에 인주를 묻혀 종이에 찍었다.	결과	종이에 아무 자국도 남지 않았다.	종이에 붉은 자국이 남았다.	2
769	남자는 도서관에 갔다.	결과	남자는 책을 대출했다.	남자는 영화를 봤다.	1
770	강아지가 현관문 앞에서 사납게 짖었다.	원인	모르는 사람이 집 안으로 들어왔다.	가족이 집 안으로 들어왔다.	1
771	아빠가 찌개에 소금을 넣었다.	원인	찌개가 싱거웠다.	찌개의 간이 딱 맞았다.	1
772	음식이 차갑게 식었다.	결과	전자레인지를 사용한다.	냉장고를 사용한다.	1
773	여자가 미백 크림을 발랐다.	결과	여자의 얼굴이 하얘졌다.	여자의 얼굴이 탔다.	1
774	그는 라디오 볼륨을 높였다.	원인	 좋아하는 음악이 라디오에서 나왔다.	싫어하는 음악이 라디오에서 나왔다.	1
775	옷이 땀에 젖었다.	원인	두 시간 동안 러닝을 했다.	옷을 새로 구입했다.	1
776	허리가 아프다.	원인	오래 숨을 참았다.	오래 누워 있었다.	2
777	손톱을 깎았다.	원인	발톱이 길어졌다.	손톱이 길어졌다.	2
778	코감기에 걸렸다.	결과	코가 막힌다.	목소리가 나오지 않는다.	1
779	눈에 모래가 들어갔다	결과	눈이 따갑다.	눈이 잘 보인다.	1
780	부부가 아파트 계약서에 서명을 했다.	결과	시는 아파트 건축을 반대했다.	부부는 아파트에 입주했다.	2
781	토끼가 귀를 쫑긋거린다.	원인	토끼가 아무런 소리도 듣지 못했다.	토끼가 어떤 소리를 들었다.	2
782	그릇을 식기세척기에 넣었다.	결과	그릇이 깨끗이 닦였다.	그릇에 파스타를 담았다.	1
783	여자가 반갑게 손을 흔들었다.	원인	여자가 우연히 아는 사람을 마주쳤다.	여자가 우연히 모르는 사람을 마주쳤다.	1
784	남성은 구명조끼를 입었다.	원인	남성은 물놀이를 하고 있다.	남성은 달리기를 하고 있다.	1
785	남자가 물에 빠졌으나 가라앉지 않았다.	원인	남자는 구명조끼를 착용하고 있었다.	남자는 맨몸으로 물에 빠졌다.	1
786	여성은 높은 강도로 운동을 했다.	결과	여성의 체력이 저하된다.	여성은 땀을 흘린다.	2
787	여성이 이비인후과에 방문했다.	원인	여성은 두통이 있다.	여성은 목에 염증이 생겼다.	2
788	작아진 옷을 동생들에게 물려주었다.	원인	옷이 별로 없다.	옷이 작아졌다.	2
789	바지가 흘러내린다.	원인	바지 고무줄이 늘어났다.	바지 단추를 채웠다.	1
790	정부에 의헤 강제로 물가 인상이 억제되었다.	원인	물가 인플레이션 문제가 심각해졌다.	물가가 심각하게 떨어졌다.	1
791	배송받은 옷이 불량이다.	결과	배송비를 냈다.	옷을 반품했다.	2
792	불판의 고기를 뒤집었다.	원인	고기에서 연기가 났다.	고기를 추가로 주문했다.	1
793	소화제를 먹었다.	원인	모니터를 오래 봐서 눈이 아프다.	점심에 과식을 해서 소화가 잘 안 된다.	2
794	남자가 이쑤시개를 사용했다.	원인	남자의 치아에 이물질이 꼈다.	남자가 방금 양치질을 마쳤다.	1
795	운동화가 다 닳았다.	결과	운동화를 새로 구입했다.	운동화를 세탁소에 맡겼다.	1
796	남자는 지갑을 집에 두고 나왔다.	결과	남자는 외상으로 물건을 구입했다.	남자는 물건을 만들었다.	1
797	신발이 벗겨졌다.	원인	신발이 작다.	신발이 크다.	1
798	집주인이 세입자를 싫어하게 되었다.	원인	세입자가 집을 엉망으로 만들었다.	세입자가 집을 깨끗하게 사용했다.	1
799	여자가 로션을 잔뜩 발랐다.	원인	여자의 피부가 충분히 촉촉하다.	여자의 피부가 건조하다.	2
800	게임이 너무 재밌다.	결과	밤을 새웠다.	밤이 깊었다.	1
801	노트북이 꺼졌다.	원인	노트북 배터리가 방전되었다.	노트북 품질 보증기간이 지났다.	1
802	이웃집의 문을 두드렸다.	결과	이웃이 문을 열고 나왔다.	이웃이 이사를 갔다.	1
803	엄마가 아이를 위해 죽을 사왔다.	원인	아이의 손에 상처가 났다.	아이가 배탈이 났다.	2
804	동생은 배탈이 났다.	원인	동생은 과식을 했다.	동생은 편식을 했다.	1
805	귤 껍질을 햇빛이 있는 곳에 두었다.	결과	귤 껍질이 촉촉해졌다.	귤 껍질에 있는 수분이 모두 말랐다.	2
806	남자가 계단에서 넘어졌다.	결과	남자에게 여드름이 났다.	남자의 팔이 부러졌다.	2
807	발톱이 짧다.	원인	발톱을 깎지 않았다.	발톱을 깎았다.	2
808	머리가 곱슬거린다.	원인	파마를 했다.	스트레이트 매직을 했다.	1
809	눈에 먼지가 들어갔다.	결과	눈이 따갑다.	눈이 커진다.	1
810	불을 피웠다.	결과	장작에서 연기가 난다.	장작이 채워졌다.	1
811	소년의 등이 아팠다.	원인	소년의 가방이 열려있다.	소년의 가방이 까슬거린다.	2
812	여자가 새치 염색을 했다.	결과	여자의 흰머리가 검은색으로 염색되었다.	여자의 검은머리가 흰색으로 염색되었다.	1
813	바닥에 물을 쏟았다.	결과	카페트가 축축해졌다.	카페트가 잘 말랐다.	1
814	소녀가 브래지어를 착용하기 시작했다.	원인	소녀의 어머니가 임신했다.	소녀에게 사춘기가 왔다.	2
815	심판이 출발신호를 불었다.	결과	선수들이 환호했다.	선수들이 출발했다.	2
816	스파이가 적의 위치를 알아냈다.	원인	스파이는 정부가 고용한 사람이다.	스파이는 적의 휴대폰을 해킹했다.	2
817	여자는 현금이 필요하다.	결과	여자는 은행에 갔다.	여자는 지갑을 샀다.	1
818	탄산음료의 뚜껑을 오래 열어두었다.	결과	탄산음료가 시원해졌다.	탄산음료의 탄산이 다 빠졌다.	2
819	머리 끝이 많이 상했다.	결과	머리 끝을 다듬었다.	펌을 했다.	1
820	남자가 과식을 했다.	결과	남자는 배가 고팠다.	남자는 배탈이 났다.	2
821	신발끈을 고쳐 묶었다.	원인	신발끈이 풀렸다.	신발끈이 낡았다.	1
822	여자는 숨을 쉬기 어려웠다.	원인	여자는 높은 산을 등반했다.	여자는 높은 산의 그림을 그렸다.	1
823	새로 산 바지의 사이즈가 너무 크다.	결과	더 큰 사이즈의 바지로 교환했다.	더 작은 사이즈의 바지로 교환했다.	2
824	남자가 자동차 와이퍼를 작동시켰다.	원인	바깥이 매우 더운 상태이다.	바깥에 비가 온다.	2
825	남자의 머리가 금발이 되었다.	원인	남자가 탈색을 했다.	남자가 샴푸로 머리를 감았다.	1
826	엄마가 찌개에 소금을 더 넣는다.	원인	찌개가 짰다.	찌개가 밍밍했다.	2
827	여자는 손가락에 통증을 느낀다.	원인	여자는 감기에 걸렸다.	여자는 류마티즈 관절염을 앓고 있다.	2
828	방안이 매우 시원했다.	원인	에어컨을 계속 틀었다.	난로를 계속 틀었다.	1
829	남자는 청혼을 승낙했다.	원인	남자는 연인에게 청혼했다.	남자는 연인에게 청혼을 받았다.	2
830	여자는 지갑을 집에 두고 나왔다.	결과	여자는 약속 장소에 도착했다.	여자는 다시 집으로 돌아갔다.	2
831	사흘 동안 이를 닦지 않고 잤다.	결과	충치가 생겼다.	치아 건강이 좋아졌다.	2
832	컬러렌즈를 꼈다.	결과	선글라스를 썼다.	눈동자 색이 바뀌었다.	2
833	재채기를 했다	원인	상쾌한 공기를 마셨다. 	후추가 코에 들어갔다. 	2
834	사람들이 우산을 꺼내기 시작했다.	원인	비가 오기 시작했다.	바람이 많이 분다.	1
835	여자가 기억상실증에 걸렸다.	원인	여자가 알레르기 반응을 보였다.	여자가 교통사고를 당했다.	2
836	자동차를 오래 운전했다.	결과	자동차의 연료가 다 떨어졌다.	자동차가 깨끗해졌다.	1
837	그는 새로운 도시로 이사를 갔다.	원인	그는 새로운 도시 근처에 직장을 구했다.	그는 현재 사는 곳 근처에 직장을 구했다.	1
838	라임청을 사이다에 넣었다.	결과	자몽에이드가 되었다.	라임에이드가 되었다.	2
